Make,Model,Variant,Seating_Capacity,Fuel_Type,City_Mileage,Combined_Name
Fiat,Linea Classic,1.3 Multijet,5,Diesel,16.2,Fiat Linea Classic 1.3 Multijet
Fiat,Linea Classic,1.4,5,Petrol,11.4,Fiat Linea Classic 1.4
Fiat,Linea Classic,Plus 1.3 Multijet,5,Diesel,16.2,Fiat Linea Classic Plus 1.3 Multijet
Nissan,Sunny,Xe Petrol,5,Petrol,10.6,Nissan Sunny Xe Petrol
Nissan,Sunny,Xl Petrol,5,Petrol,10.6,Nissan Sunny Xl Petrol
Nissan,Sunny,Xl Diesel,5,Diesel,18.0,Nissan Sunny Xl Diesel
Nissan,Sunny,Xv Diesel,5,Diesel,18.0,Nissan Sunny Xv Diesel
Nissan,Sunny,Xe Diesel,5,Diesel,18.0,Nissan Sunny Xe Diesel
Nissan,Sunny,Xv Cvt,5,Petrol,10.6,Nissan Sunny Xv Cvt
Nissan,Sunny,Special Edition Diesel,5,Diesel,18.0,Nissan Sunny Special Edition Diesel
Maruti Suzuki,Ertiga,Lxi,7,Petrol,6.7,Maruti Suzuki Ertiga Lxi
Maruti Suzuki,Ertiga,Zxi,7,Petrol,6.7,Maruti Suzuki Ertiga Zxi
Maruti Suzuki,Ertiga,Vxi At,7,Petrol,6.7,Maruti Suzuki Ertiga Vxi At
Maruti Suzuki,Ertiga,Zxi Plus,7,Petrol,6.7,Maruti Suzuki Ertiga Zxi Plus
Maruti Suzuki,Ertiga,Vxi,7,Petrol,6.7,Maruti Suzuki Ertiga Vxi
Maruti Suzuki,Ertiga,Zxi At,7,Petrol,6.7,Maruti Suzuki Ertiga Zxi At
Maruti Suzuki,Ertiga,1.5L Vdi,7,Diesel,6.7,Maruti Suzuki Ertiga 1.5L Vdi
Maruti Suzuki,Ertiga,1.5L Zdi,7,Diesel,6.7,Maruti Suzuki Ertiga 1.5L Zdi
Maruti Suzuki,Ertiga,1.5L Zdi Plus,7,Diesel,6.7,Maruti Suzuki Ertiga 1.5L Zdi Plus
Maruti Suzuki,Ertiga,Vxi Cng (Cng +,7,CNG + Petrol,6.7,Maruti Suzuki Ertiga Vxi Cng (Cng +
Maruti Suzuki,Baleno Rs,Rs 1.0,5,Petrol,21.4,Maruti Suzuki Baleno Rs Rs 1.0
Honda,Wr-V,Vx Diesel,5,Diesel,25.5,Honda Wr-V Vx Diesel
Honda,Wr-V,Vx Petrol,5,Petrol,17.5,Honda Wr-V Vx Petrol
Honda,Wr-V,S Diesel,5,Diesel,25.5,Honda Wr-V S Diesel
Honda,Wr-V,S Petrol,5,Petrol,17.5,Honda Wr-V S Petrol
Honda,Wr-V,Edge Plus Edition Diesel,5,Diesel,25.5,Honda Wr-V Edge Plus Edition Diesel
Honda,Wr-V,Edge Plus Edition Petrol,5,Petrol,17.5,Honda Wr-V Edge Plus Edition Petrol
Honda,Wr-V,Exclusive Edition Diesel,5,Diesel,25.5,Honda Wr-V Exclusive Edition Diesel
Honda,Wr-V,Exclusive Edition Petrol,5,Petrol,17.5,Honda Wr-V Exclusive Edition Petrol
Honda,Wr-V,V Diesel,5,Diesel,25.5,Honda Wr-V V Diesel
Mahindra,Tuv300,T4 Plus,7,Diesel,18.49,Mahindra Tuv300 T4 Plus
Mahindra,Tuv300,T6 Plus,7,Diesel,18.49,Mahindra Tuv300 T6 Plus
Mahindra,Tuv300,T8,7,Diesel,18.49,Mahindra Tuv300 T8
Mahindra,Tuv300,T10,7,Diesel,18.49,Mahindra Tuv300 T10
Mahindra,Tuv300,T10 (O),7,Diesel,18.49,Mahindra Tuv300 T10 (O)
Mahindra,Tuv300,T10 Dual Tone,7,Diesel,18.49,Mahindra Tuv300 T10 Dual Tone
Mahindra,Tuv300,T10 (O) Dual Tone,7,Diesel,18.49,Mahindra Tuv300 T10 (O) Dual Tone
Maruti Suzuki,S-Cross,1.3L Sigma,5,Diesel,23.65,Maruti Suzuki S-Cross 1.3L Sigma
Maruti Suzuki,S-Cross,1.3L Delta,5,Diesel,23.65,Maruti Suzuki S-Cross 1.3L Delta
Maruti Suzuki,S-Cross,1.3L Zeta,5,Diesel,23.65,Maruti Suzuki S-Cross 1.3L Zeta
Maruti Suzuki,S-Cross,1.3L Alpha,5,Diesel,23.65,Maruti Suzuki S-Cross 1.3L Alpha
Renault,Captur,Rxe Petrol,5,Petrol,6.7,Renault Captur Rxe Petrol
Renault,Captur,Rxe Diesel,5,Diesel,6.7,Renault Captur Rxe Diesel
Renault,Captur,Platine Diesel Dual Tone,5,Diesel,6.7,Renault Captur Platine Diesel Dual Tone
Renault,Captur,Platine Petrol Dual Tone,5,Petrol,6.7,Renault Captur Platine Petrol Dual Tone
Mahindra,Xylo,D2 Bs-Iv,7,Diesel,10.7,Mahindra Xylo D2 Bs-Iv
Mahindra,Xylo,D4 Bs-Iv,7,Diesel,10.3,Mahindra Xylo D4 Bs-Iv
Mahindra,Xylo,H4 Bs-Iv,7,Diesel,11.4,Mahindra Xylo H4 Bs-Iv
Mahindra,Xylo,H4 Abs Bs-Iv,7,Diesel,11.4,Mahindra Xylo H4 Abs Bs-Iv
Mahindra,Xylo,H8 Abs Airbags Bs-Iv,8,Diesel,11.4,Mahindra Xylo H8 Abs Airbags Bs-Iv
Kia,Seltos,Hte 1.5,5,Petrol,6.7,Kia Seltos Hte 1.5
Kia,Seltos,Htk 1.5,5,Petrol,6.7,Kia Seltos Htk 1.5
Kia,Seltos,Htk Plus 1.5,5,Petrol,6.7,Kia Seltos Htk Plus 1.5
Kia,Seltos,Htx 1.5,5,Petrol,6.7,Kia Seltos Htx 1.5
Kia,Seltos,Htx Cvt 1.5,5,Petrol,6.7,Kia Seltos Htx Cvt 1.5
Kia,Seltos,Hte 1.5 Diesel,5,Diesel,6.7,Kia Seltos Hte 1.5 Diesel
Kia,Seltos,Htk 1.5 Diesel,5,Diesel,6.7,Kia Seltos Htk 1.5 Diesel
Kia,Seltos,Htk Plus 1.5 Diesel,5,Diesel,6.7,Kia Seltos Htk Plus 1.5 Diesel
Kia,Seltos,Htk Plus At 1.5 Diesel,5,Diesel,6.7,Kia Seltos Htk Plus At 1.5 Diesel
Kia,Seltos,Htx Plus 1.5 Diesel,5,Diesel,6.7,Kia Seltos Htx Plus 1.5 Diesel
Kia,Seltos,Htx Plus At 1.5 Diesel,5,Diesel,6.7,Kia Seltos Htx Plus At 1.5 Diesel
Kia,Seltos,Gtk 1.4,5,Petrol,6.7,Kia Seltos Gtk 1.4
Kia,Seltos,Gtx 1.4,5,Petrol,6.7,Kia Seltos Gtx 1.4
Kia,Seltos,Gtx At 1.4,5,Petrol,6.7,Kia Seltos Gtx At 1.4
Kia,Seltos,Gtx Plus 1.4,5,Petrol,6.7,Kia Seltos Gtx Plus 1.4
Kia,Seltos,Htx 1.5 Diesel,5,Diesel,6.7,Kia Seltos Htx 1.5 Diesel
Nissan,Terrano,Xe D 85Ps,5,Diesel,17.1,Nissan Terrano Xe D 85Ps
Nissan,Terrano,Xv D Premium 110 Ps Amt,5,Diesel,16.0,Nissan Terrano Xv D Premium 110 Ps Amt
Nissan,Terrano,Xl (P),5,Petrol,10.1,Nissan Terrano Xl (P)
Nissan,Terrano,Xl D(O),5,Diesel,17.1,Nissan Terrano Xl D(O)
Nissan,Terrano,Xv D Premium 110 Ps,5,Diesel,16.0,Nissan Terrano Xv D Premium 110 Ps
Nissan,Terrano,Sport Edition,5,Diesel,17.1,Nissan Terrano Sport Edition
Tata,Safari Storme,2.2 Lx 4X2,7,Diesel,10.8,Tata Safari Storme 2.2 Lx 4X2
Tata,Safari Storme,2.2 Ex 4X2,7,Diesel,10.8,Tata Safari Storme 2.2 Ex 4X2
Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,7,Diesel,10.8,Tata Safari Storme 2.2 Vx 4X2 Varicor 400
Tata,Safari Storme,2.2 Vx 4X4 Varicor 400,7,Diesel,13.0,Tata Safari Storme 2.2 Vx 4X4 Varicor 400
Mg,Hector,1.5L Style,5,Petrol,6.7,Mg Hector 1.5L Style
Mg,Hector,2.0L Style,5,Diesel,6.7,Mg Hector 2.0L Style
Mg,Hector,2.0L Super,5,Diesel,6.7,Mg Hector 2.0L Super
Mg,Hector,2.0L Smart,5,Diesel,6.7,Mg Hector 2.0L Smart
Mg,Hector,2.0L Sharp,5,Diesel,6.7,Mg Hector 2.0L Sharp
Mg,Hector,1.5L Super,5,Petrol,6.7,Mg Hector 1.5L Super
Mg,Hector,1.5L Super Hybrid,5,Hybrid,6.7,Mg Hector 1.5L Super Hybrid
Mg,Hector,1.5L Sharp Hybrid,5,Hybrid,6.7,Mg Hector 1.5L Sharp Hybrid
Mg,Hector,1.5L Smart Hybrid,5,Hybrid,6.7,Mg Hector 1.5L Smart Hybrid
Mg,Hector,1.5L Smart Dct,5,Petrol,6.7,Mg Hector 1.5L Smart Dct
Mg,Hector,1.5L Sharp Dct,5,Petrol,6.7,Mg Hector 1.5L Sharp Dct
Tata,Nexon Ev,Xm,5,Electric,6.7,Tata Nexon Ev Xm
Tata,Nexon Ev,Xz Plus,5,Electric,6.7,Tata Nexon Ev Xz Plus
Tata,Nexon Ev,Xz Plus Lux,5,Electric,6.7,Tata Nexon Ev Xz Plus Lux
Hyundai,Elantra,S,5,Petrol,13.1,Hyundai Elantra S
Hyundai,Elantra,Sx,5,Petrol,13.1,Hyundai Elantra Sx
Hyundai,Elantra,Sx At,5,Petrol,13.1,Hyundai Elantra Sx At
Hyundai,Elantra,Sx(O) At,5,Petrol,13.1,Hyundai Elantra Sx(O) At
Hyundai,Tucson,2Wd Mt Diesel,5,Diesel,16.0,Hyundai Tucson 2Wd Mt Diesel
Hyundai,Tucson,2Wd Mt Petrol,5,Petrol,13.0,Hyundai Tucson 2Wd Mt Petrol
Hyundai,Tucson,2Wd At Gl Diesel,5,Diesel,16.0,Hyundai Tucson 2Wd At Gl Diesel
Hyundai,Tucson,2Wd At Gl Petrol,5,Petrol,13.0,Hyundai Tucson 2Wd At Gl Petrol
Hyundai,Tucson,4Wd At Gls Diesel,5,Diesel,16.38,Hyundai Tucson 4Wd At Gls Diesel
Hyundai,Tucson,2Wd At Gls Petrol,5,Petrol,13.3,Hyundai Tucson 2Wd At Gls Petrol
Hyundai,Tucson,2Wd At Gl(O) Petrol,5,Petrol,13.3,Hyundai Tucson 2Wd At Gl(O) Petrol
Hyundai,Tucson,2Wd At Gl(O) Diesel,5,Diesel,16.38,Hyundai Tucson 2Wd At Gl(O) Diesel
Volkswagen,Passat,2.0 Tdi Comfortline,5,Diesel,6.7,Volkswagen Passat 2.0 Tdi Comfortline
Volkswagen,Passat,2.0 Tdi Highline,5,Diesel,6.7,Volkswagen Passat 2.0 Tdi Highline
Volkswagen,Passat,2.0 Tdi Comfortline Connect,5,Diesel,6.7,Volkswagen Passat 2.0 Tdi Comfortline Connect
Volkswagen,Passat,2.0 Tdi Highline Connect,5,Diesel,6.7,Volkswagen Passat 2.0 Tdi Highline Connect
,Mercedes-Benz A-Class,180,5,Petrol,12.03,Mercedes-Benz A-Class 180
,Mercedes-Benz A-Class,200D,5,Diesel,12.03,Mercedes-Benz A-Class 200D
Volvo,V40 Cross Country,D3,5,Diesel,13.05,Volvo V40 Cross Country D3
Volvo,V40 Cross Country,T4,5,Petrol,12.0,Volvo V40 Cross Country T4
Mini,Countryman,Cooper S,5,Petrol,6.7,Mini Countryman Cooper S
Mini,Countryman,Cooper Sd,5,Diesel,6.7,Mini Countryman Cooper Sd
Mini,Countryman,Cooper S Jcw Inspired,5,Petrol,6.7,Mini Countryman Cooper S Jcw Inspired
Mini,Countryman,Black Edition,5,Petrol,6.7,Mini Countryman Black Edition
,Mercedes-Benz C-Class,C 220D Prime,5,Diesel,6.7,Mercedes-Benz C-Class C 220D Prime
,Mercedes-Benz C-Class,C 220D Progressive,5,Diesel,6.7,Mercedes-Benz C-Class C 220D Progressive
,Mercedes-Benz C-Class,C 300D Amg Line,5,Diesel,6.7,Mercedes-Benz C-Class C 300D Amg Line
,Mercedes-Benz C-Class,C 43 Amg,5,Petrol,6.7,Mercedes-Benz C-Class C 43 Amg
,Mercedes-Benz C-Class,C 200 Prime,5,Petrol,6.7,Mercedes-Benz C-Class C 200 Prime
,Mercedes-Benz C-Class,C 200 Progressive,5,Petrol,6.7,Mercedes-Benz C-Class C 200 Progressive
Toyota,Prius,Z8,5,Hybrid,15.1,Toyota Prius Z8
Lexus,Es,300H,5,Hybrid,17.8,Lexus Es 300H
Lexus,Nx 300H,F-Sport,5,Petrol,6.7,Lexus Nx 300H F-Sport
Lexus,Nx 300H,Luxury,5,Petrol,6.7,Lexus Nx 300H Luxury
Jaguar,F-Pace,Prestige,5,Diesel,21.27,Jaguar F-Pace Prestige
Jaguar,F-Pace,Prestige Petrol,5,Petrol,6.7,Jaguar F-Pace Prestige Petrol
Volvo,V90 Cross Country,D5 Inscription,5,Diesel,13.2,Volvo V90 Cross Country D5 Inscription
Audi,A5 Cabriolet,2.0 Tdi,4,Diesel,6.7,Audi A5 Cabriolet 2.0 Tdi
,Mercedes-Benz Gle,300D 4Matic,5,Diesel,6.7,Mercedes-Benz Gle 300D 4Matic
,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,5,Diesel,6.7,Mercedes-Benz Gle 400D 4Matic Hip Hop Edition
,Mercedes-Benz Cls,300D,5,Diesel,6.7,Mercedes-Benz Cls 300D
Bmw,X7,Xdrive 40I,7,Petrol,6.7,Bmw X7 Xdrive 40I
Bmw,X7,Xdrive30D Dpe Signature,7,Diesel,6.7,Bmw X7 Xdrive30D Dpe Signature
Bmw,M4,Coupe,4,Petrol,7.32,Bmw M4 Coupe
Porsche,911,Carrera S,4,Petrol,7.9,Porsche 911 Carrera S
Porsche,911,Carrera S Cabriolet,4,Petrol,11.6,Porsche 911 Carrera S Cabriolet
Nissan,Gtr,3.8 V6,4,Petrol,9.0,Nissan Gtr 3.8 V6
Aston Martin,Vantage,Coupe,2,Petrol,5.0,Aston Martin Vantage Coupe
Aston Martin,Rapide,Luxe,4,Petrol,9.1,Aston Martin Rapide Luxe
Ferrari,812 Superfast,Superfast,2,Petrol,6.7,Ferrari 812 Superfast Superfast
Maruti Suzuki,Alto 800 Tour,H1,5,Petrol,18.0,Maruti Suzuki Alto 800 Tour H1
Maruti Suzuki,Alto 800 Tour,H1 (O),5,Petrol,18.0,Maruti Suzuki Alto 800 Tour H1 (O)
Hyundai,Grand I10 Nios,Magna 1.2 Crdi,5,Diesel,20.7,Hyundai Grand I10 Nios Magna 1.2 Crdi
Hyundai,Grand I10 Nios,Era 1.2 Vtvt,5,Petrol,6.7,Hyundai Grand I10 Nios Era 1.2 Vtvt
Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,5,Petrol,6.7,Hyundai Grand I10 Nios Magna 1.2 Vtvt
Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,5,Petrol,6.7,Hyundai Grand I10 Nios Magna Amt 1.2 Vtvt
Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,5,Petrol,6.7,Hyundai Grand I10 Nios Sportz 1.2 Vtvt
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,5,Petrol,6.7,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt
Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,5,Petrol,6.7,Hyundai Grand I10 Nios Sportz Dual Tone 1.2 Vtvt
Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,5,Petrol,6.7,Hyundai Grand I10 Nios Asta 1.2 Vtvt
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,5,Diesel,6.7,Hyundai Grand I10 Nios Sportz Amt 1.2 Crdi
Hyundai,Grand I10 Nios,Asta 1.2 Crdi,5,Diesel,6.7,Hyundai Grand I10 Nios Asta 1.2 Crdi
Hyundai,Xcent,S 1.2,5,Petrol,15.7,Hyundai Xcent S 1.2
Hyundai,Xcent,S At 1.2,5,Petrol,15.7,Hyundai Xcent S At 1.2
Hyundai,Xcent,Sx 1.2,5,Petrol,15.7,Hyundai Xcent Sx 1.2
Hyundai,Xcent,Sx 1.2 (O),5,Petrol,15.7,Hyundai Xcent Sx 1.2 (O)
Hyundai,Xcent,S 1.2 Crdi,5,Diesel,19.0,Hyundai Xcent S 1.2 Crdi
Hyundai,Xcent,E,5,Petrol,15.7,Hyundai Xcent E
Hyundai,Xcent,Sx 1.2 Crdi,5,Diesel,19.0,Hyundai Xcent Sx 1.2 Crdi
Hyundai,Xcent,Sx 1.2 Crdi (O),5,Diesel,19.0,Hyundai Xcent Sx 1.2 Crdi (O)
Hyundai,Xcent,E Crdi,5,Diesel,19.0,Hyundai Xcent E Crdi
Nissan,Micra,Xl (O) Cvt,5,Petrol,6.7,Nissan Micra Xl (O) Cvt
Nissan,Micra,Xv Cvt,5,Petrol,6.7,Nissan Micra Xv Cvt
Nissan,Micra,Xld (O),5,Diesel,6.7,Nissan Micra Xld (O)
Nissan,Micra,Xvd,5,Diesel,19.5,Nissan Micra Xvd
Mahindra,Bolero,Zlx,7,Diesel,9.4,Mahindra Bolero Zlx
Mahindra,Bolero,Slx,7,Diesel,12.3,Mahindra Bolero Slx
Mahindra,Bolero,Sle,7,Diesel,12.3,Mahindra Bolero Sle
Mahindra,Bolero,Ex,7,Diesel,9.4,Mahindra Bolero Ex
Mahindra,Bolero,Ex Non Ac,7,Diesel,9.4,Mahindra Bolero Ex Non Ac
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,5,Diesel,28.09,Maruti Suzuki Ciaz 1.3L Alpha Smart Hybrid
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,5,Diesel,28.09,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,5,Diesel,28.09,Maruti Suzuki Ciaz 1.3L Delta Smart Hybrid
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,5,Diesel,28.09,Maruti Suzuki Ciaz 1.3L Zeta Smart Hybrid
Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,5,Petrol,6.7,Maruti Suzuki Ciaz 1.5L Sigma Smart Hybrid
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,5,Petrol,6.7,Maruti Suzuki Ciaz 1.5L Delta Smart Hybrid
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,5,Petrol,21.56,Maruti Suzuki Ciaz 1.5L Zeta Smart Hybrid
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,5,Petrol,6.7,Maruti Suzuki Ciaz 1.5L Alpha Smart Hybrid
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,5,Petrol,6.7,Maruti Suzuki Ciaz 1.5L Delta At Smart Hybrid
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,5,Petrol,6.7,Maruti Suzuki Ciaz 1.5L Zeta At Smart Hybrid
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,5,Petrol,6.7,Maruti Suzuki Ciaz 1.5L Alpha At Smart Hybrid
Maruti Suzuki,Ciaz,1.5L Alpha,5,Diesel,26.82,Maruti Suzuki Ciaz 1.5L Alpha
Maruti Suzuki,Ciaz,1.5L Delta,5,Diesel,26032.0,Maruti Suzuki Ciaz 1.5L Delta
Maruti Suzuki,Ciaz,1.5L Zeta,5,Diesel,26.32,Maruti Suzuki Ciaz 1.5L Zeta
Skoda,Rapid,1.6 Mpi Ambition,5,Petrol,12.0,Skoda Rapid 1.6 Mpi Ambition
Skoda,Rapid,1.5 Tdi Cr Active,5,Diesel,14.5,Skoda Rapid 1.5 Tdi Cr Active
Skoda,Rapid,1.6 Mpi Active,5,Petrol,12.0,Skoda Rapid 1.6 Mpi Active
Skoda,Rapid,1.5 Tdi Cr Ambition,5,Diesel,14.5,Skoda Rapid 1.5 Tdi Cr Ambition
Skoda,Rapid,1.5 Tdi Cr Ambition At,5,Diesel,14.5,Skoda Rapid 1.5 Tdi Cr Ambition At
Skoda,Rapid,1.6 Mpi Style At,5,Petrol,12.0,Skoda Rapid 1.6 Mpi Style At
Skoda,Rapid,1.5 Tdi Cr Style At,5,Diesel,18.0,Skoda Rapid 1.5 Tdi Cr Style At
Skoda,Rapid,1.5 Tdi Cr Style,5,Diesel,18.0,Skoda Rapid 1.5 Tdi Cr Style
Skoda,Rapid,1.6 Mpi Style,5,Petrol,12.0,Skoda Rapid 1.6 Mpi Style
Skoda,Rapid,1.6 Mpi Ambition At,5,Petrol,12.0,Skoda Rapid 1.6 Mpi Ambition At
Skoda,Rapid,Onyx Mt Petrol,5,Petrol,12.0,Skoda Rapid Onyx Mt Petrol
Skoda,Rapid,Onyx At Petrol,5,Petrol,12.0,Skoda Rapid Onyx At Petrol
Skoda,Rapid,Onyx Mt Diesel,5,Diesel,18.0,Skoda Rapid Onyx Mt Diesel
Skoda,Rapid,Onyx At Diesel,5,Diesel,18.0,Skoda Rapid Onyx At Diesel
Fiat,Abarth Punto,1.4 T-Jet,5,Petrol,17.0,Fiat Abarth Punto 1.4 T-Jet
Hyundai,Creta,1.4 Crdi E Plus,5,Diesel,21.38,Hyundai Creta 1.4 Crdi E Plus
Hyundai,Creta,1.6 Vtvt E Plus,5,Petrol,15.29,Hyundai Creta 1.6 Vtvt E Plus
Hyundai,Creta,1.6 Vtvt Sx,5,Petrol,15.29,Hyundai Creta 1.6 Vtvt Sx
Hyundai,Creta,1.6 Vtvt Sx (O),5,Petrol,15.29,Hyundai Creta 1.6 Vtvt Sx (O)
Hyundai,Creta,1.6 Vtvt Sx At,5,Petrol,15.29,Hyundai Creta 1.6 Vtvt Sx At
Hyundai,Creta,1.6 Vtvt Sx Dual Tone,5,Petrol,15.29,Hyundai Creta 1.6 Vtvt Sx Dual Tone
Hyundai,Creta,1.4 Crdi S,5,Diesel,21.38,Hyundai Creta 1.4 Crdi S
Hyundai,Creta,1.6 Crdi Sx,5,Diesel,17.01,Hyundai Creta 1.6 Crdi Sx
Hyundai,Creta,1.6 Crdi Sx (O),5,Diesel,17.01,Hyundai Creta 1.6 Crdi Sx (O)
Hyundai,Creta,1.6 Crdi Sx At,5,Diesel,17.01,Hyundai Creta 1.6 Crdi Sx At
Hyundai,Creta,1.6 Crdi Sx Dual Tone,5,Diesel,17.01,Hyundai Creta 1.6 Crdi Sx Dual Tone
Hyundai,Creta,1.6 Crdi S At,5,Diesel,17.01,Hyundai Creta 1.6 Crdi S At
Hyundai,Creta,1.6 Vtvt Sx (O) Executive,5,Petrol,15.29,Hyundai Creta 1.6 Vtvt Sx (O) Executive
Hyundai,Creta,1.6 Crdi Sx (O) Executive,5,Diesel,17.01,Hyundai Creta 1.6 Crdi Sx (O) Executive
Hyundai,Creta,1.4 Crdi Ex,5,Diesel,21.38,Hyundai Creta 1.4 Crdi Ex
Hyundai,Creta,1.6 Vtvt Ex,5,Petrol,15.29,Hyundai Creta 1.6 Vtvt Ex
Hyundai,Creta,Sports Edition Petrol,5,Petrol,15.29,Hyundai Creta Sports Edition Petrol
Hyundai,Creta,Sports Edition Diesel,5,Diesel,6.7,Hyundai Creta Sports Edition Diesel
Tata,Harrier,Revotorq Xe,5,Diesel,6.7,Tata Harrier Revotorq Xe
Tata,Harrier,Revotorq Xm,5,Diesel,6.7,Tata Harrier Revotorq Xm
Tata,Harrier,Revotorq Xt,5,Diesel,6.7,Tata Harrier Revotorq Xt
Tata,Harrier,Revotorq Xz,5,Diesel,6.7,Tata Harrier Revotorq Xz
Tata,Harrier,Revotorq Xz Dual Tone,5,Diesel,6.7,Tata Harrier Revotorq Xz Dual Tone
Tata,Harrier,Revotorq Dark Edition,5,Diesel,6.7,Tata Harrier Revotorq Dark Edition
Isuzu,Dmax V-Cross,Standard,5,Diesel,7.3,Isuzu Dmax V-Cross Standard
Isuzu,Dmax V-Cross,High Z,5,Diesel,7.3,Isuzu Dmax V-Cross High Z
Isuzu,Dmax V-Cross,Z Prestige,5,Diesel,7.3,Isuzu Dmax V-Cross Z Prestige
Mitsubishi,Outlander,2.4L Outlander,7,Petrol,6.7,Mitsubishi Outlander 2.4L Outlander
,Mercedes-Benz Gla-Class,200 Sport,5,Petrol,10.0,Mercedes-Benz Gla-Class 200 Sport
,Mercedes-Benz Gla-Class,200 D Style,5,Diesel,13.4,Mercedes-Benz Gla-Class 200 D Style
,Mercedes-Benz Gla-Class,200 D Sport,5,Diesel,13.4,Mercedes-Benz Gla-Class 200 D Sport
,Mercedes-Benz Gla-Class,45 Amg 4Matic,5,Petrol,10.2,Mercedes-Benz Gla-Class 45 Amg 4Matic
,Mercedes-Benz Gla-Class,220 D 4Matic,5,Diesel,13.4,Mercedes-Benz Gla-Class 220 D 4Matic
,Mercedes-Benz Gla-Class,45 Aero Edition,5,Petrol,10.2,Mercedes-Benz Gla-Class 45 Aero Edition
Honda,Accord Hybrid,2.0 At,5,Hybrid,21.0,Honda Accord Hybrid 2.0 At
Bmw,5-Series,520D Luxury Line,5,Diesel,8.4,Bmw 5-Series 520D Luxury Line
Bmw,5-Series,530D M Sport,5,Diesel,13.1,Bmw 5-Series 530D M Sport
Bmw,5-Series,530I M Sport,5,Petrol,15.01,Bmw 5-Series 530I M Sport
Bmw,6-Series,630D Gt Luxury Line,4,Diesel,6.7,Bmw 6-Series 630D Gt Luxury Line
Bmw,6-Series,630D Gt M Sport,4,Diesel,6.7,Bmw 6-Series 630D Gt M Sport
Bmw,6-Series,630I Gt Luxury Line,4,Petrol,4.45,Bmw 6-Series 630I Gt Luxury Line
Bmw,6-Series,620D Gt Luxury Line,4,Diesel,6.7,Bmw 6-Series 620D Gt Luxury Line
Porsche,Macan,S,5,Petrol,6.7,Porsche Macan S
Porsche,Macan,Base,5,Petrol,6.7,Porsche Macan Base
Jaguar,F-Type,5.0 Convertible R,2,Petrol,12.05,Jaguar F-Type 5.0 Convertible R
Jaguar,F-Type,5.0 Coupe R,2,Petrol,7.81,Jaguar F-Type 5.0 Coupe R
Jaguar,F-Type,Svr Coupe,2,Petrol,6.7,Jaguar F-Type Svr Coupe
Jaguar,F-Type,Svr Convertible,2,Petrol,6.7,Jaguar F-Type Svr Convertible
Jaguar,F-Type,2.0L Coupe,2,Petrol,6.7,Jaguar F-Type 2.0L Coupe
Jaguar,F-Type,2.0L Convertible,2,Petrol,6.7,Jaguar F-Type 2.0L Convertible
Jaguar,F-Type,2.0 Convertible R Dynamic,2,Petrol,6.7,Jaguar F-Type 2.0 Convertible R Dynamic
Jaguar,F-Type,2.0 Coupe R Dynamic,2,Petrol,6.7,Jaguar F-Type 2.0 Coupe R Dynamic
Bmw,M5,Competition,4,Petrol,6.7,Bmw M5 Competition
Lexus,Lx 570,V8,7,Diesel,18.0,Lexus Lx 570 V8
Ferrari,458 Spider,V8,2,Petrol,3.2,Ferrari 458 Spider V8
Maruti Suzuki R,Wagon,Vxi,5,Petrol,6.7,Maruti Suzuki R Wagon Vxi
Maruti Suzuki R,Wagon,Vxi Ags,5,Petrol,6.7,Maruti Suzuki R Wagon Vxi Ags
Maruti Suzuki R,Wagon,1.2L Zxi,5,Petrol,6.7,Maruti Suzuki R Wagon 1.2L Zxi
Maruti Suzuki R,Wagon,Lxi,5,Petrol,6.7,Maruti Suzuki R Wagon Lxi
Maruti Suzuki R,Wagon,1.2L Vxi,5,Petrol,6.7,Maruti Suzuki R Wagon 1.2L Vxi
Maruti Suzuki R,Wagon,1.2L Vxi Ags,5,Petrol,6.7,Maruti Suzuki R Wagon 1.2L Vxi Ags
Maruti Suzuki R,Wagon,1.2L Zxi Ags,5,Petrol,6.7,Maruti Suzuki R Wagon 1.2L Zxi Ags
